"tick", "Number of grass tile", "Number of rabbits"
1.0, 63.0, 87.0
2.0, 66.0, 80.0
3.0, 66.0, 80.0
4.0, 70.0, 75.0
5.0, 73.0, 73.0
6.0, 77.0, 70.0
7.0, 84.0, 62.0
8.0, 88.0, 58.0
9.0, 88.0, 58.0
10.0, 93.0, 53.0
11.0, 102.0, 47.0
12.0, 102.0, 47.0
13.0, 110.0, 35.0
14.0, 115.0, 30.0
15.0, 115.0, 30.0
16.0, 120.0, 26.0
17.0, 123.0, 22.0
18.0, 133.0, 12.0
19.0, 133.0, 12.0
20.0, 138.0, 10.0
21.0, 143.0, 6.0
22.0, 153.0, 4.0
23.0, 157.0, 3.0
24.0, 157.0, 3.0
25.0, 167.0, 1.0
26.0, 172.0, 1.0
27.0, 177.0, 1.0
28.0, 182.0, 1.0
29.0, 187.0, 1.0
30.0, 187.0, 1.0
31.0, 197.0, 0.0
32.0, 197.0, 0.0
33.0, 202.0, 0.0
34.0, 212.0, 0.0
35.0, 217.0, 0.0
36.0, 222.0, 0.0
37.0, 222.0, 0.0
38.0, 227.0, 0.0
39.0, 237.0, 0.0
40.0, 237.0, 0.0
41.0, 247.0, 0.0
42.0, 252.0, 0.0
43.0, 252.0, 0.0
44.0, 262.0, 0.0
45.0, 267.0, 0.0
46.0, 272.0, 0.0
47.0, 277.0, 0.0
48.0, 277.0, 0.0
49.0, 287.0, 0.0
50.0, 292.0, 0.0
51.0, 297.0, 0.0
52.0, 302.0, 0.0
53.0, 307.0, 0.0
54.0, 312.0, 0.0
55.0, 312.0, 0.0
56.0, 317.0, 0.0
57.0, 327.0, 0.0
58.0, 332.0, 0.0
59.0, 332.0, 0.0
60.0, 342.0, 0.0
61.0, 342.0, 0.0
62.0, 352.0, 0.0
63.0, 352.0, 0.0
64.0, 357.0, 0.0
65.0, 367.0, 0.0
66.0, 367.0, 0.0
67.0, 372.0, 0.0
68.0, 382.0, 0.0
69.0, 382.0, 0.0
70.0, 387.0, 0.0
71.0, 392.0, 0.0
72.0, 397.0, 0.0
73.0, 402.0, 0.0
74.0, 407.0, 0.0
75.0, 417.0, 0.0
76.0, 417.0, 0.0
77.0, 422.0, 0.0
78.0, 427.0, 0.0
79.0, 432.0, 0.0
80.0, 442.0, 0.0
81.0, 442.0, 0.0
82.0, 452.0, 0.0
83.0, 457.0, 0.0
84.0, 457.0, 0.0
85.0, 467.0, 0.0
86.0, 472.0, 0.0
87.0, 477.0, 0.0
88.0, 482.0, 0.0
89.0, 487.0, 0.0
90.0, 487.0, 0.0
91.0, 497.0, 0.0
92.0, 502.0, 0.0
93.0, 507.0, 0.0
94.0, 512.0, 0.0
95.0, 512.0, 0.0
96.0, 522.0, 0.0
97.0, 527.0, 0.0
98.0, 527.0, 0.0
99.0, 537.0, 0.0
100.0, 537.0, 0.0
101.0, 547.0, 0.0
102.0, 547.0, 0.0
103.0, 557.0, 0.0
104.0, 562.0, 0.0
105.0, 562.0, 0.0
106.0, 567.0, 0.0
107.0, 577.0, 0.0
108.0, 582.0, 0.0
109.0, 587.0, 0.0
110.0, 587.0, 0.0
111.0, 597.0, 0.0
112.0, 597.0, 0.0
113.0, 607.0, 0.0
114.0, 607.0, 0.0
115.0, 612.0, 0.0
116.0, 617.0, 0.0
117.0, 627.0, 0.0
118.0, 627.0, 0.0
119.0, 637.0, 0.0
120.0, 637.0, 0.0
121.0, 642.0, 0.0
122.0, 652.0, 0.0
123.0, 657.0, 0.0
124.0, 657.0, 0.0
125.0, 667.0, 0.0
126.0, 667.0, 0.0
127.0, 672.0, 0.0
128.0, 682.0, 0.0
129.0, 682.0, 0.0
130.0, 687.0, 0.0
131.0, 692.0, 0.0
132.0, 702.0, 0.0
133.0, 707.0, 0.0
134.0, 707.0, 0.0
135.0, 717.0, 0.0
