"tick", "Number of grass tile", "Number of rabbits"
129.0, 40.0, 230.0
130.0, 45.0, 232.0
131.0, 38.0, 232.0
132.0, 31.0, 246.0
133.0, 35.0, 246.0
134.0, 35.0, 246.0
135.0, 32.0, 236.0
136.0, 32.0, 236.0
137.0, 40.0, 246.0
138.0, 39.0, 239.0
139.0, 39.0, 239.0
140.0, 41.0, 239.0
141.0, 46.0, 234.0
142.0, 46.0, 234.0
143.0, 40.0, 234.0
144.0, 47.0, 237.0
145.0, 47.0, 237.0
146.0, 40.0, 250.0
147.0, 40.0, 250.0
148.0, 35.0, 246.0
149.0, 43.0, 240.0
150.0, 39.0, 233.0
151.0, 39.0, 233.0
152.0, 41.0, 238.0
153.0, 35.0, 238.0
154.0, 38.0, 241.0
155.0, 38.0, 241.0
156.0, 34.0, 239.0
157.0, 40.0, 243.0
158.0, 38.0, 240.0
159.0, 30.0, 241.0
160.0, 39.0, 234.0
161.0, 39.0, 234.0
162.0, 31.0, 233.0
163.0, 34.0, 229.0
164.0, 33.0, 233.0
165.0, 33.0, 233.0
166.0, 44.0, 228.0
167.0, 46.0, 234.0
168.0, 39.0, 233.0
169.0, 42.0, 237.0
170.0, 41.0, 238.0
171.0, 41.0, 238.0
172.0, 40.0, 238.0
173.0, 39.0, 234.0
174.0, 40.0, 239.0
175.0, 40.0, 239.0
176.0, 46.0, 236.0
177.0, 48.0, 233.0
178.0, 45.0, 235.0
179.0, 45.0, 235.0
180.0, 39.0, 241.0
181.0, 39.0, 236.0
182.0, 39.0, 236.0
183.0, 38.0, 233.0
184.0, 38.0, 233.0
185.0, 27.0, 242.0
186.0, 27.0, 242.0
187.0, 27.0, 250.0
188.0, 28.0, 247.0
189.0, 31.0, 252.0
190.0, 32.0, 251.0
191.0, 32.0, 251.0
192.0, 29.0, 254.0
193.0, 30.0, 255.0
194.0, 32.0, 245.0
195.0, 32.0, 245.0
196.0, 41.0, 241.0
197.0, 41.0, 236.0
198.0, 28.0, 237.0
199.0, 38.0, 229.0
200.0, 41.0, 226.0
201.0, 45.0, 225.0
202.0, 40.0, 224.0
203.0, 36.0, 229.0
204.0, 36.0, 229.0
205.0, 49.0, 225.0
206.0, 49.0, 225.0
207.0, 41.0, 224.0
208.0, 41.0, 225.0
209.0, 41.0, 225.0
210.0, 37.0, 235.0
211.0, 43.0, 242.0
212.0, 34.0, 235.0
213.0, 33.0, 239.0
214.0, 37.0, 234.0
215.0, 42.0, 233.0
216.0, 42.0, 233.0
217.0, 46.0, 233.0
218.0, 38.0, 228.0
219.0, 33.0, 228.0
220.0, 33.0, 228.0
221.0, 33.0, 235.0
222.0, 37.0, 237.0
223.0, 38.0, 242.0
224.0, 38.0, 242.0
225.0, 42.0, 237.0
226.0, 47.0, 237.0
227.0, 47.0, 237.0
228.0, 37.0, 239.0
229.0, 39.0, 241.0
230.0, 39.0, 241.0
231.0, 34.0, 239.0
232.0, 34.0, 239.0
233.0, 26.0, 236.0
234.0, 26.0, 236.0
235.0, 42.0, 240.0
236.0, 39.0, 236.0
237.0, 39.0, 236.0
238.0, 41.0, 235.0
239.0, 41.0, 235.0
240.0, 37.0, 234.0
241.0, 35.0, 234.0
242.0, 35.0, 234.0
243.0, 38.0, 243.0
244.0, 38.0, 243.0
245.0, 40.0, 238.0
246.0, 40.0, 238.0
247.0, 45.0, 238.0
248.0, 37.0, 239.0
249.0, 41.0, 242.0
250.0, 47.0, 234.0
251.0, 47.0, 234.0
252.0, 39.0, 235.0
253.0, 41.0, 239.0
254.0, 42.0, 237.0
255.0, 44.0, 236.0
256.0, 48.0, 237.0
257.0, 48.0, 237.0
258.0, 39.0, 240.0
259.0, 33.0, 251.0
260.0, 33.0, 251.0
261.0, 38.0, 248.0
262.0, 27.0, 255.0
263.0, 31.0, 259.0
264.0, 31.0, 259.0
265.0, 34.0, 254.0
266.0, 33.0, 251.0
267.0, 36.0, 247.0
268.0, 36.0, 247.0
269.0, 39.0, 244.0
270.0, 39.0, 236.0
271.0, 40.0, 241.0
272.0, 40.0, 241.0
273.0, 40.0, 239.0
274.0, 38.0, 243.0
275.0, 36.0, 238.0
276.0, 36.0, 238.0
277.0, 43.0, 237.0
278.0, 44.0, 229.0
279.0, 44.0, 229.0
280.0, 39.0, 229.0
281.0, 44.0, 239.0
282.0, 44.0, 239.0
283.0, 40.0, 240.0
284.0, 34.0, 240.0
285.0, 33.0, 246.0
286.0, 33.0, 246.0
287.0, 37.0, 249.0
288.0, 36.0, 244.0
289.0, 37.0, 238.0
290.0, 37.0, 238.0
291.0, 40.0, 248.0
292.0, 40.0, 248.0
293.0, 42.0, 247.0
294.0, 42.0, 247.0
295.0, 43.0, 242.0
296.0, 37.0, 245.0
297.0, 38.0, 241.0
298.0, 32.0, 237.0
299.0, 32.0, 237.0
300.0, 29.0, 241.0
301.0, 37.0, 243.0
302.0, 37.0, 243.0
303.0, 41.0, 238.0
304.0, 43.0, 239.0
305.0, 46.0, 237.0
306.0, 36.0, 234.0
307.0, 36.0, 234.0
308.0, 30.0, 235.0
309.0, 37.0, 237.0
310.0, 37.0, 237.0
311.0, 38.0, 240.0
312.0, 40.0, 240.0
313.0, 36.0, 242.0
314.0, 36.0, 242.0
315.0, 31.0, 242.0
316.0, 38.0, 246.0
317.0, 41.0, 243.0
318.0, 41.0, 243.0
319.0, 41.0, 241.0
320.0, 44.0, 240.0
321.0, 52.0, 235.0
322.0, 39.0, 234.0
323.0, 39.0, 234.0
324.0, 42.0, 233.0
325.0, 44.0, 238.0
326.0, 44.0, 238.0
327.0, 47.0, 236.0
328.0, 48.0, 235.0
329.0, 48.0, 235.0
330.0, 40.0, 234.0
331.0, 40.0, 234.0
332.0, 44.0, 238.0
333.0, 44.0, 238.0
334.0, 36.0, 238.0
335.0, 40.0, 241.0
336.0, 38.0, 243.0
337.0, 38.0, 243.0
338.0, 38.0, 244.0
339.0, 38.0, 244.0
340.0, 36.0, 238.0
341.0, 36.0, 238.0
342.0, 33.0, 233.0
343.0, 31.0, 237.0
344.0, 34.0, 242.0
345.0, 39.0, 250.0
346.0, 45.0, 244.0
347.0, 45.0, 238.0
348.0, 41.0, 242.0
349.0, 45.0, 242.0
350.0, 45.0, 242.0
351.0, 42.0, 243.0
352.0, 42.0, 239.0
353.0, 41.0, 232.0
354.0, 41.0, 232.0
355.0, 43.0, 236.0
356.0, 38.0, 231.0
357.0, 38.0, 231.0
358.0, 42.0, 229.0
359.0, 39.0, 231.0
360.0, 42.0, 240.0
361.0, 42.0, 240.0
362.0, 42.0, 240.0
363.0, 39.0, 235.0
364.0, 39.0, 235.0
365.0, 40.0, 237.0
366.0, 37.0, 243.0
367.0, 32.0, 249.0
368.0, 32.0, 249.0
369.0, 34.0, 243.0
370.0, 40.0, 232.0
371.0, 40.0, 232.0
372.0, 46.0, 234.0
373.0, 46.0, 231.0
374.0, 48.0, 244.0
375.0, 48.0, 244.0
376.0, 38.0, 246.0
377.0, 39.0, 244.0
378.0, 39.0, 247.0
379.0, 41.0, 241.0
380.0, 41.0, 241.0
381.0, 45.0, 232.0
382.0, 45.0, 232.0
383.0, 47.0, 227.0
384.0, 42.0, 237.0
385.0, 45.0, 243.0
386.0, 41.0, 235.0
387.0, 41.0, 247.0
388.0, 41.0, 247.0
389.0, 37.0, 251.0
390.0, 33.0, 252.0
391.0, 36.0, 247.0
392.0, 36.0, 247.0
393.0, 37.0, 246.0
394.0, 37.0, 246.0
395.0, 31.0, 248.0
396.0, 36.0, 244.0
397.0, 35.0, 240.0
398.0, 41.0, 232.0
399.0, 41.0, 232.0
400.0, 47.0, 233.0
401.0, 45.0, 232.0
402.0, 51.0, 229.0
403.0, 47.0, 228.0
404.0, 46.0, 229.0
405.0, 45.0, 234.0
406.0, 45.0, 234.0
407.0, 36.0, 241.0
408.0, 38.0, 243.0
409.0, 38.0, 243.0
410.0, 39.0, 236.0
411.0, 41.0, 236.0
412.0, 41.0, 236.0
413.0, 39.0, 235.0
414.0, 36.0, 241.0
415.0, 33.0, 240.0
416.0, 31.0, 246.0
417.0, 31.0, 246.0
418.0, 29.0, 244.0
419.0, 35.0, 246.0
420.0, 36.0, 250.0
421.0, 30.0, 244.0
422.0, 36.0, 244.0
423.0, 36.0, 244.0
424.0, 36.0, 240.0
425.0, 36.0, 241.0
426.0, 34.0, 243.0
427.0, 40.0, 232.0
428.0, 45.0, 227.0
429.0, 41.0, 224.0
430.0, 41.0, 224.0
431.0, 41.0, 231.0
432.0, 41.0, 231.0
433.0, 36.0, 236.0
434.0, 36.0, 236.0
435.0, 37.0, 236.0
436.0, 37.0, 240.0
437.0, 37.0, 240.0
438.0, 34.0, 234.0
439.0, 34.0, 234.0
440.0, 41.0, 244.0
441.0, 39.0, 247.0
442.0, 39.0, 247.0
443.0, 43.0, 239.0
444.0, 43.0, 239.0
445.0, 46.0, 237.0
446.0, 42.0, 239.0
447.0, 39.0, 239.0
448.0, 41.0, 232.0
449.0, 41.0, 232.0
450.0, 52.0, 228.0
451.0, 50.0, 235.0
452.0, 35.0, 242.0
453.0, 33.0, 241.0
454.0, 33.0, 241.0
455.0, 29.0, 248.0
456.0, 29.0, 248.0
457.0, 34.0, 243.0
458.0, 39.0, 243.0
459.0, 43.0, 240.0
460.0, 46.0, 233.0
461.0, 46.0, 233.0
462.0, 41.0, 235.0
463.0, 48.0, 240.0
464.0, 48.0, 240.0
465.0, 41.0, 233.0
466.0, 39.0, 237.0
467.0, 39.0, 237.0
468.0, 36.0, 237.0
469.0, 37.0, 231.0
470.0, 44.0, 229.0
471.0, 44.0, 229.0
472.0, 42.0, 231.0
473.0, 37.0, 234.0
474.0, 36.0, 228.0
475.0, 35.0, 241.0
476.0, 35.0, 241.0
477.0, 37.0, 241.0
478.0, 36.0, 242.0
479.0, 34.0, 238.0
480.0, 34.0, 238.0
481.0, 35.0, 234.0
482.0, 35.0, 244.0
483.0, 28.0, 249.0
484.0, 30.0, 252.0
485.0, 39.0, 246.0
486.0, 30.0, 242.0
487.0, 30.0, 242.0
488.0, 35.0, 239.0
489.0, 35.0, 241.0
490.0, 35.0, 241.0
491.0, 33.0, 239.0
492.0, 41.0, 230.0
493.0, 40.0, 234.0
494.0, 40.0, 234.0
495.0, 38.0, 237.0
496.0, 41.0, 238.0
497.0, 41.0, 238.0
498.0, 37.0, 243.0
499.0, 44.0, 241.0
500.0, 45.0, 239.0
501.0, 45.0, 245.0
502.0, 45.0, 245.0
503.0, 32.0, 246.0
504.0, 32.0, 247.0
505.0, 32.0, 246.0
506.0, 32.0, 246.0
507.0, 34.0, 245.0
508.0, 39.0, 239.0
509.0, 38.0, 234.0
510.0, 38.0, 229.0
511.0, 45.0, 225.0
512.0, 44.0, 229.0
513.0, 44.0, 229.0
514.0, 41.0, 237.0
515.0, 43.0, 234.0
516.0, 43.0, 234.0
517.0, 44.0, 238.0
518.0, 44.0, 238.0
519.0, 41.0, 233.0
520.0, 45.0, 233.0
521.0, 45.0, 233.0
522.0, 52.0, 229.0
523.0, 47.0, 227.0
524.0, 54.0, 229.0
525.0, 50.0, 233.0
526.0, 45.0, 233.0
527.0, 38.0, 240.0
528.0, 27.0, 248.0
529.0, 36.0, 247.0
530.0, 35.0, 253.0
531.0, 35.0, 253.0
532.0, 35.0, 247.0
533.0, 40.0, 246.0
534.0, 33.0, 243.0
535.0, 33.0, 245.0
536.0, 33.0, 245.0
537.0, 35.0, 242.0
538.0, 40.0, 236.0
539.0, 40.0, 236.0
540.0, 41.0, 241.0
541.0, 41.0, 235.0
542.0, 37.0, 233.0
543.0, 42.0, 229.0
544.0, 41.0, 229.0
545.0, 41.0, 229.0
546.0, 41.0, 225.0
547.0, 50.0, 223.0
548.0, 46.0, 223.0
549.0, 46.0, 228.0
550.0, 42.0, 230.0
551.0, 35.0, 232.0
552.0, 35.0, 232.0
553.0, 41.0, 235.0
554.0, 44.0, 239.0
555.0, 39.0, 237.0
556.0, 39.0, 237.0
557.0, 38.0, 236.0
558.0, 41.0, 234.0
559.0, 41.0, 234.0
560.0, 35.0, 241.0
561.0, 35.0, 241.0
562.0, 38.0, 239.0
563.0, 38.0, 239.0
564.0, 37.0, 239.0
565.0, 38.0, 242.0
566.0, 39.0, 245.0
567.0, 44.0, 237.0
568.0, 41.0, 241.0
569.0, 41.0, 241.0
570.0, 47.0, 241.0
571.0, 40.0, 240.0
572.0, 40.0, 240.0
573.0, 39.0, 246.0
574.0, 39.0, 246.0
575.0, 38.0, 253.0
576.0, 40.0, 247.0
577.0, 40.0, 247.0
578.0, 31.0, 244.0
579.0, 32.0, 235.0
580.0, 33.0, 235.0
581.0, 30.0, 231.0
582.0, 44.0, 232.0
583.0, 44.0, 232.0
584.0, 43.0, 231.0
585.0, 50.0, 232.0
586.0, 42.0, 235.0
587.0, 40.0, 234.0
588.0, 40.0, 232.0
589.0, 40.0, 232.0
590.0, 40.0, 236.0
591.0, 34.0, 237.0
592.0, 32.0, 238.0
593.0, 32.0, 238.0
594.0, 28.0, 239.0
595.0, 36.0, 237.0
596.0, 42.0, 234.0
597.0, 41.0, 231.0
598.0, 33.0, 234.0
599.0, 31.0, 239.0
600.0, 31.0, 239.0
601.0, 36.0, 248.0
602.0, 36.0, 248.0
603.0, 37.0, 242.0
604.0, 37.0, 242.0
605.0, 28.0, 245.0
606.0, 28.0, 245.0
607.0, 39.0, 234.0
608.0, 39.0, 234.0
609.0, 42.0, 232.0
610.0, 42.0, 232.0
611.0, 32.0, 236.0
612.0, 34.0, 239.0
613.0, 39.0, 228.0
614.0, 37.0, 231.0
615.0, 38.0, 234.0
616.0, 44.0, 229.0
617.0, 44.0, 229.0
618.0, 51.0, 226.0
619.0, 40.0, 232.0
620.0, 40.0, 232.0
621.0, 39.0, 234.0
622.0, 34.0, 235.0
623.0, 34.0, 235.0
624.0, 37.0, 237.0
625.0, 37.0, 237.0
626.0, 36.0, 241.0
627.0, 44.0, 238.0
628.0, 37.0, 231.0
629.0, 38.0, 237.0
630.0, 42.0, 238.0
631.0, 34.0, 247.0
632.0, 37.0, 254.0
633.0, 33.0, 248.0
634.0, 33.0, 248.0
635.0, 36.0, 242.0
636.0, 36.0, 242.0
637.0, 40.0, 245.0
638.0, 36.0, 238.0
639.0, 36.0, 238.0
640.0, 33.0, 245.0
641.0, 34.0, 246.0
642.0, 34.0, 246.0
643.0, 40.0, 237.0
644.0, 34.0, 233.0
645.0, 34.0, 233.0
646.0, 39.0, 231.0
647.0, 39.0, 235.0
648.0, 32.0, 234.0
649.0, 34.0, 237.0
650.0, 34.0, 237.0
651.0, 36.0, 241.0
652.0, 40.0, 246.0
653.0, 42.0, 235.0
654.0, 42.0, 235.0
655.0, 48.0, 238.0
656.0, 48.0, 237.0
657.0, 48.0, 237.0
658.0, 50.0, 229.0
659.0, 40.0, 229.0
660.0, 38.0, 232.0
661.0, 38.0, 232.0
662.0, 38.0, 238.0
663.0, 35.0, 239.0
664.0, 35.0, 239.0
665.0, 42.0, 231.0
666.0, 42.0, 231.0
667.0, 45.0, 235.0
668.0, 42.0, 244.0
669.0, 36.0, 245.0
670.0, 36.0, 245.0
671.0, 38.0, 243.0
672.0, 38.0, 243.0
673.0, 38.0, 239.0
674.0, 39.0, 230.0
675.0, 39.0, 230.0
676.0, 45.0, 229.0
677.0, 42.0, 228.0
678.0, 42.0, 228.0
679.0, 37.0, 235.0
680.0, 42.0, 242.0
681.0, 42.0, 242.0
682.0, 47.0, 245.0
683.0, 41.0, 247.0
684.0, 39.0, 247.0
685.0, 33.0, 250.0
686.0, 33.0, 250.0
687.0, 32.0, 255.0
688.0, 32.0, 255.0
689.0, 37.0, 250.0
690.0, 30.0, 248.0
691.0, 43.0, 232.0
692.0, 43.0, 232.0
693.0, 45.0, 233.0
694.0, 45.0, 234.0
695.0, 45.0, 235.0
696.0, 44.0, 240.0
697.0, 39.0, 243.0
698.0, 41.0, 241.0
699.0, 41.0, 240.0
700.0, 41.0, 240.0
701.0, 36.0, 239.0
702.0, 36.0, 239.0
703.0, 31.0, 238.0
704.0, 31.0, 238.0
705.0, 37.0, 242.0
706.0, 42.0, 239.0
707.0, 47.0, 241.0
708.0, 47.0, 241.0
709.0, 41.0, 242.0
710.0, 41.0, 242.0
711.0, 35.0, 247.0
712.0, 39.0, 248.0
713.0, 34.0, 246.0
714.0, 34.0, 246.0
715.0, 35.0, 244.0
716.0, 46.0, 239.0
717.0, 46.0, 239.0
718.0, 34.0, 243.0
719.0, 35.0, 244.0
720.0, 35.0, 244.0
721.0, 40.0, 240.0
722.0, 43.0, 235.0
723.0, 46.0, 232.0
724.0, 46.0, 232.0
725.0, 47.0, 225.0
726.0, 46.0, 226.0
727.0, 42.0, 233.0
728.0, 42.0, 233.0
729.0, 33.0, 238.0
730.0, 36.0, 241.0
731.0, 36.0, 241.0
732.0, 35.0, 243.0
733.0, 30.0, 240.0
734.0, 31.0, 245.0
735.0, 31.0, 245.0
736.0, 35.0, 241.0
737.0, 37.0, 242.0
738.0, 40.0, 247.0
739.0, 37.0, 242.0
740.0, 30.0, 243.0
741.0, 30.0, 243.0
742.0, 39.0, 244.0
743.0, 34.0, 244.0
744.0, 35.0, 242.0
745.0, 35.0, 242.0
746.0, 36.0, 235.0
747.0, 36.0, 235.0
748.0, 37.0, 244.0
749.0, 37.0, 244.0
750.0, 38.0, 237.0
751.0, 35.0, 229.0
752.0, 35.0, 229.0
753.0, 34.0, 235.0
754.0, 38.0, 241.0
755.0, 35.0, 240.0
756.0, 34.0, 245.0
757.0, 30.0, 242.0
758.0, 30.0, 242.0
759.0, 37.0, 240.0
760.0, 37.0, 240.0
761.0, 41.0, 232.0
762.0, 44.0, 232.0
763.0, 42.0, 227.0
764.0, 47.0, 229.0
765.0, 45.0, 236.0
766.0, 45.0, 236.0
767.0, 44.0, 236.0
768.0, 38.0, 240.0
769.0, 38.0, 240.0
770.0, 43.0, 238.0
771.0, 38.0, 235.0
772.0, 38.0, 235.0
773.0, 38.0, 240.0
774.0, 42.0, 239.0
775.0, 39.0, 244.0
776.0, 39.0, 244.0
777.0, 38.0, 245.0
778.0, 37.0, 238.0
779.0, 34.0, 234.0
780.0, 41.0, 237.0
781.0, 41.0, 228.0
782.0, 40.0, 231.0
783.0, 40.0, 231.0
784.0, 31.0, 238.0
785.0, 33.0, 233.0
786.0, 38.0, 238.0
787.0, 42.0, 235.0
788.0, 46.0, 238.0
789.0, 46.0, 238.0
790.0, 43.0, 239.0
791.0, 47.0, 243.0
792.0, 39.0, 248.0
793.0, 39.0, 248.0
794.0, 34.0, 244.0
795.0, 34.0, 244.0
796.0, 33.0, 247.0
797.0, 33.0, 247.0
798.0, 36.0, 247.0
799.0, 36.0, 247.0
800.0, 38.0, 244.0
801.0, 34.0, 242.0
802.0, 41.0, 241.0
803.0, 41.0, 241.0
804.0, 46.0, 235.0
805.0, 46.0, 237.0
806.0, 42.0, 238.0
807.0, 43.0, 236.0
808.0, 39.0, 242.0
809.0, 29.0, 237.0
810.0, 29.0, 237.0
811.0, 34.0, 235.0
812.0, 34.0, 235.0
813.0, 33.0, 237.0
814.0, 34.0, 240.0
815.0, 32.0, 246.0
816.0, 31.0, 243.0
817.0, 41.0, 237.0
818.0, 41.0, 237.0
819.0, 39.0, 234.0
820.0, 43.0, 229.0
821.0, 38.0, 233.0
822.0, 38.0, 233.0
823.0, 32.0, 238.0
824.0, 35.0, 242.0
825.0, 37.0, 243.0
826.0, 41.0, 234.0
827.0, 41.0, 234.0
828.0, 36.0, 235.0
829.0, 41.0, 240.0
830.0, 41.0, 240.0
831.0, 44.0, 235.0
832.0, 44.0, 235.0
833.0, 45.0, 239.0
834.0, 35.0, 236.0
835.0, 40.0, 234.0
836.0, 40.0, 234.0
837.0, 36.0, 235.0
838.0, 33.0, 241.0
839.0, 34.0, 244.0
840.0, 34.0, 242.0
841.0, 38.0, 248.0
842.0, 35.0, 244.0
843.0, 35.0, 244.0
844.0, 40.0, 246.0
845.0, 40.0, 246.0
846.0, 41.0, 245.0
847.0, 34.0, 237.0
848.0, 34.0, 237.0
849.0, 43.0, 223.0
850.0, 42.0, 220.0
851.0, 42.0, 225.0
852.0, 43.0, 227.0
853.0, 43.0, 227.0
854.0, 41.0, 235.0
855.0, 41.0, 235.0
856.0, 44.0, 233.0
857.0, 48.0, 233.0
858.0, 48.0, 233.0
859.0, 44.0, 233.0
860.0, 44.0, 233.0
861.0, 38.0, 239.0
862.0, 38.0, 240.0
863.0, 38.0, 240.0
864.0, 27.0, 248.0
865.0, 23.0, 258.0
866.0, 30.0, 256.0
867.0, 30.0, 256.0
868.0, 39.0, 249.0
869.0, 36.0, 245.0
870.0, 38.0, 240.0
871.0, 38.0, 240.0
872.0, 46.0, 234.0
873.0, 39.0, 234.0
874.0, 46.0, 235.0
875.0, 46.0, 235.0
876.0, 36.0, 234.0
877.0, 37.0, 236.0
878.0, 35.0, 243.0
879.0, 35.0, 248.0
880.0, 35.0, 248.0
881.0, 37.0, 243.0
882.0, 39.0, 245.0
883.0, 39.0, 245.0
884.0, 38.0, 243.0
885.0, 44.0, 238.0
886.0, 36.0, 236.0
887.0, 36.0, 236.0
888.0, 35.0, 240.0
889.0, 35.0, 240.0
890.0, 37.0, 242.0
891.0, 37.0, 234.0
892.0, 37.0, 234.0
893.0, 36.0, 238.0
894.0, 32.0, 240.0
895.0, 35.0, 237.0
896.0, 35.0, 237.0
897.0, 37.0, 240.0
898.0, 37.0, 240.0
899.0, 41.0, 241.0
900.0, 45.0, 243.0
901.0, 45.0, 243.0
902.0, 42.0, 228.0
903.0, 46.0, 226.0
904.0, 48.0, 225.0
905.0, 42.0, 229.0
906.0, 42.0, 229.0
907.0, 35.0, 233.0
908.0, 37.0, 236.0
909.0, 36.0, 234.0
910.0, 37.0, 247.0
911.0, 37.0, 247.0
912.0, 32.0, 243.0
913.0, 32.0, 243.0
914.0, 26.0, 247.0
915.0, 36.0, 237.0
916.0, 39.0, 241.0
917.0, 47.0, 238.0
918.0, 47.0, 238.0
919.0, 38.0, 237.0
920.0, 41.0, 243.0
921.0, 41.0, 243.0
922.0, 39.0, 248.0
923.0, 37.0, 246.0
924.0, 37.0, 246.0
925.0, 32.0, 250.0
926.0, 32.0, 250.0
927.0, 33.0, 250.0
928.0, 33.0, 250.0
929.0, 30.0, 243.0
930.0, 30.0, 243.0
931.0, 35.0, 244.0
932.0, 43.0, 239.0
933.0, 41.0, 236.0
934.0, 41.0, 243.0
935.0, 41.0, 244.0
936.0, 41.0, 244.0
937.0, 52.0, 228.0
938.0, 45.0, 231.0
939.0, 48.0, 224.0
940.0, 48.0, 224.0
941.0, 44.0, 222.0
942.0, 44.0, 224.0
943.0, 45.0, 223.0
944.0, 47.0, 219.0
945.0, 47.0, 219.0
946.0, 47.0, 231.0
947.0, 47.0, 231.0
948.0, 35.0, 240.0
949.0, 38.0, 237.0
950.0, 39.0, 238.0
951.0, 44.0, 242.0
952.0, 44.0, 242.0
953.0, 34.0, 244.0
954.0, 39.0, 246.0
955.0, 43.0, 244.0
956.0, 37.0, 246.0
957.0, 41.0, 253.0
958.0, 41.0, 253.0
959.0, 46.0, 245.0
960.0, 46.0, 245.0
961.0, 39.0, 253.0
962.0, 39.0, 253.0
963.0, 34.0, 245.0
964.0, 34.0, 245.0
965.0, 29.0, 250.0
966.0, 34.0, 252.0
967.0, 34.0, 252.0
968.0, 26.0, 246.0
969.0, 34.0, 242.0
970.0, 38.0, 242.0
971.0, 35.0, 235.0
972.0, 32.0, 238.0
973.0, 42.0, 237.0
974.0, 42.0, 237.0
975.0, 45.0, 238.0
976.0, 45.0, 238.0
977.0, 35.0, 241.0
978.0, 32.0, 239.0
979.0, 32.0, 239.0
980.0, 30.0, 238.0
981.0, 29.0, 235.0
982.0, 32.0, 237.0
983.0, 35.0, 237.0
984.0, 35.0, 237.0
985.0, 43.0, 240.0
986.0, 35.0, 237.0
987.0, 35.0, 237.0
988.0, 36.0, 243.0
989.0, 37.0, 241.0
990.0, 33.0, 237.0
991.0, 31.0, 243.0
992.0, 36.0, 239.0
993.0, 36.0, 239.0
994.0, 41.0, 236.0
995.0, 39.0, 231.0
996.0, 39.0, 231.0
